fname,aff/tps/homo,t1(A11/H11),t2(A12/H12),t3(A13/H13),t4(A21/H21),t5(A22/H22),t6(A23/H23),t7(H31),t8(H32),t9(H33),t10,t11,t12,t13,t14,t15,t16,t17,t18
original_images/train/blackberry/1006.jpg,1,-0.999020491,-0.7568078679,-1.1381162862,-0.2741851174,-0.0338707108,-0.1166090661,1.3790093357,0.9474518812,0.7089111222,-0.7310997541,-0.0554118007,0.8712011502,-0.9585228144,-0.3080991513,0.576020338,-1.2775343295,-0.1465557555,0.921346467
original_images/train/blackberry/1007.jpg,2,2.0410684595,-0.6768601953,-68.9904890466,0.2722299502,1.098717983,-96.6312005367,0.0016546939,-0.0010618884,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1008.jpg,2,0.4469411817,-0.0156447835,99.3144246353,-0.3480871761,0.6234942398,154.3022909457,-0.0006708781,-0.000020859,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1009.jpg,2,0.6767955245,1.0676960283,-147.184364042,-0.4086687859,1.8438343405,11.0644413496,-0.0010943915,0.0019503055,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/101.jpg,2,0.778547944,0.3728415079,-80.9290636401,0.1479574832,0.9328029996,-46.8890960681,-0.0006440571,0.0004965545,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1010.jpg,2,-0.0046109647,-0.2708226396,230.4789223723,-0.3237916307,0.2213304562,167.9286963715,-0.0010098295,-0.0006949359,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1011.jpg,1,-1.0211296184,-1.2757056982,-1.3951704763,0.136266031,-0.0338037034,0.1095089745,1.1048940563,1.1560351551,1.0037239872,-1.2537524466,-0.0642210237,0.9277385448,-0.9231105341,-0.1579220705,1.0986218444,-0.6804856822,-0.1333240619,1.1080241784
original_images/train/blackberry/1012.jpg,2,0.3441519615,-0.3117946174,169.075251205,-0.1471239696,0.2954793816,126.3698313266,-0.0004201375,-0.0010173693,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1013.jpg,2,26.606265693,7.5657577949,-6533.42027143,4.3013062963,17.0658789689,-3135.323332168,0.0209869529,0.0148434934,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1014.jpg,2,0.9482723327,-0.1117422202,53.8756658917,0.2194318282,0.945185488,-109.7948131672,-0.0001173167,-0.000233536,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1015.jpg,2,0.4644300033,0.2638599389,-6.2232570022,-0.0780526654,0.5368775837,78.6425054578,-0.0008631768,4.79005062939082E-05,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1016.jpg,2,0.1443552523,-0.4181118183,207.6438835137,-0.3127761579,0.0991007779,187.3347303382,-0.0007092294,-0.0010934057,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1017.jpg,2,9.167842707,0.1515862356,-1749.6770019485,2.3321699047,4.1214679379,-991.6903955657,0.0075961799,0.0019358948,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1018.jpg,2,-3.1389900084,-1.5094924497,815.6614409958,-1.4414864079,-3.3811429786,864.5129649948,-0.0040678976,-0.0043259267,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1019.jpg,2,1.0833580331,1.4264188864,-163.745718774,-0.1755422354,3.6214605264,-392.3343106833,-0.0013769158,0.0045608081,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/102.jpg,2,5.2661296618,0.0540403406,-762.8991180973,0.3061920252,3.6617975908,-191.9578811488,0.0049181022,0.0014724558,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1020.jpg,2,1.245050909,-0.079871395,-117.968912217,0.6093005924,0.9228784905,-195.4383560964,0.0005255989,-0.0005970522,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1021.jpg,0,0.7844695449,-0.0501441844,0.1790627092,0.0412985012,0.924020052,-0.0685952827,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1022.jpg,2,0.3285314684,0.1864394968,79.6641188735,-0.2722859381,0.9615935942,27.706365573,-0.0010703569,0.0004184309,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1023.jpg,2,0.4175935288,0.1839821368,183.295247725,-0.5381277385,1.2922143579,162.5166835187,-0.0006530165,0.0008215369,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1024.jpg,2,1.1079681687,0.3491470305,-143.2648036379,0.6119801571,1.0777786964,-252.0612484498,0.000208764,-0.0001543337,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1025.jpg,2,1.0465022394,-0.7254544053,161.8930851665,0.2423509304,0.0679030242,103.8758220651,0.0010357754,-0.0019933858,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1026.jpg,2,0.3670483598,-0.028047083,62.9075617937,-0.3668414612,0.6643004726,116.9693919629,-0.0010743943,-0.000048554,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1027.jpg,2,35.7524532613,3.0888422952,-8014.6526318179,12.9805800819,11.7055386583,-4292.0690015208,0.0324390373,0.0049169258,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1028.jpg,2,1.0386373688,-0.6359316789,110.4055220918,-0.0084099841,0.3215045798,156.7562758957,0.000361493,-0.0012380501,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1029.jpg,2,9.5718004675,0.1936267567,-1721.0982112203,1.1018670317,4.6956456431,-332.901857447,0.0082861962,0.0028185728,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/103.jpg,2,0.5938636394,0.489743994,130.7579914926,-0.378711494,1.9905618623,5.7775908109,-0.0009296906,0.0021589532,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1030.jpg,2,1.1117476852,-0.3559142976,-4.3669398907,0.1136075332,0.579153656,-33.6816939891,0.0008962453,-0.0017888314,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1031.jpg,2,6.6898760315,5.0682946221,-1921.1609661209,2.7462723242,7.8931765201,-1699.4357270222,0.0029647727,0.0097096465,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1032.jpg,2,1.4275830705,-0.4403917194,6.9170114737,0.7233874214,0.7222299881,-215.1549730491,0.0015031722,-0.0018889833,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1033.jpg,2,0.9470487769,0.0322289968,26.6707265114,-0.1959303607,1.6566639732,-87.036156615,-0.0003360758,0.0005093171,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1034.jpg,2,0.2760006109,-0.225442301,166.3409823054,-0.119521274,0.5962499901,15.8126786874,-0.0006840681,-0.000582084,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1035.jpg,2,2.5335399797,3.3739912593,-801.1600500653,0.0913600395,5.2716848995,-627.9080360415,0.0003394163,0.0074951076,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1036.jpg,2,1.3986005755,0.016290871,-62.3341459587,0.1813148487,0.5689406225,99.8341407272,0.0005432034,-0.0002236464,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1037.jpg,2,-0.2206980591,0.2172144279,223.8390613228,-0.5025428343,0.7034529082,180.8595497051,-0.0017353679,0.0007838876,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1038.jpg,2,2.995524017,1.4896962194,-590.6693815702,1.113679258,3.0269641335,-589.4805379297,0.0012689468,0.0031782862,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1039.jpg,2,1.1509399553,0.1006779656,63.367285072,0.1279153326,1.6586586679,-203.8925246378,0.0004439821,0.0006086126,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/104.jpg,2,0.4162727913,0.010246417,48.4534216134,-0.1951599881,0.5203535243,99.5473987965,-0.0009893976,-8.62893973605294E-05,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1040.jpg,0,1.090318799,0.0426447652,-0.1867932677,0.0296113901,1.131526947,0.2195768207,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1041.jpg,2,0.3096556367,-0.3964040339,235.8297619982,-0.099420194,0.1700613644,163.7790556294,-0.0004720296,-0.0008550917,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1042.jpg,2,2.0005988676,0.2921772164,-203.1599593496,0.2121011582,1.8344782391,-105.995799458,0.0016929604,0.0001193702,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1043.jpg,2,3.81135828,-0.5086204581,-455.9346207064,1.040210896,1.2290738516,-188.8813721167,0.0037868536,-0.0017312381,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1044.jpg,2,1.5408012733,0.0843577715,-77.139455952,0.1959732313,1.8641971737,-242.4027483743,0.0009340662,2.14498502501517E-05,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1045.jpg,0,1.1913121939,-0.2089227438,0.2289521098,0.1273599267,1.1234046221,-0.1851075739,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1046.jpg,2,-0.0216810273,0.1873393749,161.6172978056,-0.3502645622,0.679821163,117.205848862,-0.0013021247,0.0002708821,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1047.jpg,2,0.2043668627,0.1434760979,194.8016717361,-0.2417514992,0.7975414741,121.3448156786,-0.0008695133,0.0004579653,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1048.jpg,1,-1.0598792503,-0.8649301678,-0.886574424,-0.2829763403,-0.0219679941,-0.1481363123,0.981145598,0.9703730193,0.6904415154,-0.7384140891,-0.0129119071,0.6639045123,-0.7335001802,-0.060983308,1.3183013596,-0.8197486752,0.1033018816,1.083469315
original_images/train/blackberry/1049.jpg,1,-0.9745479089,-0.9013580175,-0.9372631944,-0.4243654968,-0.2945594283,-0.004504386,1.0240096685,1.2095398462,1.3173901347,-1.5497986832,0.2808386484,0.7822185075,-0.8413464829,-0.0985087998,1.0629534927,-1.0311967601,0.2352120914,1.0975529165
original_images/train/blackberry/105.jpg,1,-0.9730231779,-0.9532635637,-1.004453041,0.2073874644,0.1093534327,0.0780159748,0.8533439995,0.9045631179,1.1051179433,-1.1047870561,-0.0323517964,1.2460428066,-1.16561336,0.0423854656,0.9256870718,-1.0139236648,0.2529570504,1.4321620002
original_images/train/blackberry/1050.jpg,2,1.9712234014,0.0810859866,-291.6169016316,0.3308879825,1.1205086066,-11.9067004594,0.0008844184,-0.0003036063,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1051.jpg,2,0.2142939504,-0.6625577665,282.4950095252,-0.0301288712,0.0367156143,121.4099134984,-0.0003250265,-0.0014187532,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1052.jpg,0,0.7398546338,0.2659357786,0.0111699542,-0.2202195525,1.2068902254,0.2048149854,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1053.jpg,0,0.8429227471,-0.0070720185,0.0858758092,-0.0532389916,0.7709088326,0.1663503647,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1054.jpg,2,0.3743401395,-0.4247922186,251.5800163282,-0.1919968399,0.6767766596,60.8183075359,6.56042253286567E-05,-0.0010069728,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1055.jpg,2,25.9936958062,-2.5515302097,-3823.9192434967,6.3992315166,11.9029607065,-2361.7942188425,0.0260878935,0.0064347702,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1056.jpg,2,0.4804415576,-0.4492270576,151.897907672,-0.0033925126,0.1972422196,86.511927975,-0.0002114035,-0.0012835922,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1057.jpg,2,5.5574622639,0.497641793,-620.5092398371,1.8107454829,4.4090443152,-791.749542042,0.0072355787,0.0008324712,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1058.jpg,2,8.4201348942,0.8622200491,-1607.3408881731,1.5988912218,6.0209184212,-984.4387080074,0.005558272,0.0063660071,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1059.jpg,2,0.6745480417,-0.349656709,97.5058494222,-0.1042431114,0.6335649851,25.8758612646,-1.21489150458373E-06,-0.0011521844,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/106.jpg,0,1.1301560402,0.1089249924,0.0955123082,-0.0849586427,0.9650099874,0.2458486557,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1060.jpg,2,2.2282859339,0.2039136562,-349.3889315911,0.7683032283,0.84893031,-166.4554189085,0.0018255188,-0.0009287727,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1061.jpg,0,0.9457224607,-0.0464374945,-0.1127123013,0.0839304253,0.9970474243,-0.0530676991,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1062.jpg,2,0.0973732425,-0.2936705899,225.9601505556,-0.2985403722,0.4080541532,137.8323575099,-0.0007586281,-0.0006777243,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1063.jpg,0,1.0691639185,0.0298108961,-0.0453225635,-0.0998687372,1.1887807846,0.0563804694,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1064.jpg,1,-1.240439859,-1.0658052537,-1.1497975905,-0.1319625339,-0.0218270673,-0.0350501739,1.1322743879,0.6225075206,1.0303051552,-1.167173478,0.1315899139,0.6460123972,-1.1947218022,0.0177856623,1.0261275693,-0.7643120031,-0.1071621728,0.7593880039
original_images/train/blackberry/1065.jpg,2,1.9643541596,0.3186037002,-324.6787588193,0.0493293782,1.5383344541,-37.4348539709,0.0001215009,0.0011120303,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1066.jpg,2,0.7850650417,0.2982099856,-9.0668124797,-0.0317180446,1.2064478317,-20.4103159154,-0.0006620373,0.0008386035,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1067.jpg,2,4.0267060266,0.3523589083,-628.9344626164,0.3693752488,2.1084299403,-161.6563168973,0.0027520896,0.0007205933,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1068.jpg,2,2.9669854754,1.8654846146,-413.5177378768,0.1424390921,6.8665583474,-850.7919891019,0.0005565752,0.0073419043,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1069.jpg,1,-0.8624947878,-0.8437258365,-1.0789122434,-0.1060167462,0.2330014474,0.392049882,0.9694800803,1.0196918353,0.9591940152,-1.1737549608,-0.1677160892,0.8960621056,-1.0804142033,-0.0692420202,1.3695414346,-0.8367743088,0.0382765965,1.1241007545
original_images/train/blackberry/107.jpg,2,0.4761422559,0.0235436633,87.7926875529,-0.3572002195,0.5564092956,187.894689607,-0.0007082925,-8.07368665460056E-05,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1070.jpg,0,0.8481234908,-0.2202225924,0.0654417723,0.1438920796,1.0236957073,0.1996475309,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1071.jpg,2,1.1392800892,3.3825146488,-502.6838046783,-0.7071237107,4.2708977168,-140.6262992627,-0.0023395423,0.0078665842,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1072.jpg,1,-1.2060880702,-1.0552822489,-0.2119407951,-0.010079852,0.1148489727,-0.005819189,0.9553681491,0.814457305,0.7071622076,-0.9940883769,-0.2200433105,0.9665277281,-1.0734000443,-0.0888812229,1.0298701847,-1.2150021885,-0.0044082561,1.3698996413
original_images/train/blackberry/1073.jpg,2,3.6696786823,0.7945012266,-749.2607681654,-0.1900505363,2.5266787601,-15.9494344666,0.001558312,0.0022112352,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1074.jpg,2,0.8564734055,0.2152554967,44.0860914259,-0.5066642006,1.2267142357,161.2821353477,-0.00017522,0.0004218259,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1075.jpg,2,2.5255954185,0.9505941554,-530.6201068627,0.2027178307,2.1114329519,-233.0910227746,0.0009317724,0.0013442707,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1076.jpg,2,0.8308694238,-0.3731362742,44.3460440875,-0.1987069698,0.2791087624,178.0940348069,-0.0001194512,-0.0009206225,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1077.jpg,2,1.973269024,0.3364419692,-168.7400360691,0.1095480964,3.2592151258,-409.4628277278,0.0003911926,0.0021529176,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1078.jpg,0,0.9659722447,0.1314535141,-0.1241890863,-0.313129276,0.8006797433,-0.1832727343,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1079.jpg,0,0.9187222719,0.2882301509,-0.2110907435,-0.1865252256,1.1097568274,-0.1264992058,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/108.jpg,2,1.2213817005,-0.0351802277,-73.190611395,-0.0715893146,1.0165524188,64.4244431825,-0.0001449693,0.0002362324,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1080.jpg,2,1.7734592976,-0.3094862486,-31.1532195693,0.7846803885,1.4194273956,-329.7191873322,0.0019614046,-0.0013692285,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1081.jpg,2,0.1842380475,-0.2022440553,152.4478327672,-0.3160047734,0.506462387,121.0193016361,-0.0012263581,-7.80227826525319E-05,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1082.jpg,1,-0.9823060575,-0.8419050624,-0.9953744841,0.3170576532,-0.1981446661,-0.1216765553,1.1809518031,0.6271292492,0.8527428059,-0.7463946688,-0.4565361949,0.7215365644,-1.1718383568,-0.0898658312,0.9148414245,-1.0039974306,-0.0087057696,0.523565468
original_images/train/blackberry/1083.jpg,2,0.9739840157,-0.0847062002,71.1884339893,-0.0438488024,1.4074681445,-111.2080524768,-0.0001001114,0.0001401141,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1084.jpg,2,2.2264922029,-0.0051682826,-92.5993118562,-0.3870428764,2.421786321,51.3613532918,0.001044787,0.0018669646,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1085.jpg,2,5.5313661534,-0.906845667,-633.3459000228,1.5523780627,2.4442996572,-522.1389668513,0.0054362942,-0.0012430331,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1086.jpg,2,2.8257913037,0.7010190534,-408.8516016709,0.4557992665,2.5468384124,-356.3829906403,0.001464768,0.0018499742,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1087.jpg,2,3.7822052371,0.6544975749,-592.3440908586,0.7938205783,1.9277474638,-178.4821337332,0.0026759599,0.0012630049,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1088.jpg,2,-7.4065300688,-4.9175001082,2052.2588647877,-2.7886034983,-10.1714291899,2032.2923756332,-0.0056230246,-0.0155864398,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1089.jpg,1,-0.5318222228,-0.954376983,-0.449868368,-0.0474112714,-0.0231083739,0.1176532294,0.4639733756,0.9582574263,1.1118957864,-0.9797349394,-0.1748469261,0.7294248103,-0.7416470903,-0.0479125838,0.9986710671,-0.9677027283,0.5935407088,1.2961047834
original_images/train/blackberry/109.jpg,0,1.0947048664,0.008761961,0.1369775385,-0.0640158951,1.2183241844,0.0680695027,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1090.jpg,1,-0.9507767527,-1.2678625165,-1.1338705572,-0.4482608193,-0.1100411652,-0.4739363311,0.9742385267,0.615672247,0.8547328274,-1.0881162214,-0.0857563569,1.1898245898,-0.837467854,0.3251965861,1.2964243996,-0.4836358385,-0.0449404383,1.2261526123
original_images/train/blackberry/1091.jpg,2,-5.3057765444,0.0178638888,1045.6112059273,-2.0842587242,-1.6529459458,624.084519282,-0.0079289088,-0.0003871038,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1092.jpg,0,1.0280352831,0.3398514092,-0.1545763612,-0.0823898166,1.1178379059,0.1237717867,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1093.jpg,2,2.3016672963,0.1113112586,-309.2889680484,0.9623317861,1.4746239925,-375.5208333333,0.0021566458,-0.0011716501,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1094.jpg,2,2.3817839811,0.215518009,-249.7502337385,0.4964382708,1.9980855705,-271.3273674369,0.0008403455,0.0018142558,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1095.jpg,2,0.8142327622,0.0623339701,-59.7497239732,-0.0954145952,0.8456695428,-7.3205603491,-0.0001713119,-0.0003810826,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1096.jpg,0,1.0225625038,-0.0540430248,-0.1120925918,0.2190717012,0.8188327551,0.2344266474,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1097.jpg,2,0.4614571703,0.0228122574,66.9345550272,-0.4794557039,0.5536706693,219.0475481093,-0.000467537,-0.0005194045,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1098.jpg,2,1.5152340876,0.620964404,-295.880794702,0.008272397,1.3037562086,-16.1142384106,0.0002050374,0.0003966611,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1099.jpg,1,-0.9172808052,-1.0858215877,-0.7914338858,0.1567860062,0.1852725116,-0.1301365516,0.9344124429,1.0563649332,0.9084421559,-0.6246294015,0.1000108669,1.1663227558,-0.7608075812,-0.273760458,0.7705513426,-1.169969897,0.1330438973,1.0703437667
original_images/train/blackberry/11.jpg,2,0.3129258933,0.5566630566,57.6875195036,-0.2338657701,1.5205476623,-67.2488389596,-0.0009176911,0.0009051985,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/110.jpg,2,1.2188217684,0.2320681594,-160.6702755906,0.2620775919,1.3724163386,-197.1461614173,-0.0001947999,0.0004613681,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1100.jpg,0,0.8870138526,0.1254587919,-0.1824353933,-0.132811442,0.9869016409,0.221714586,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1101.jpg,2,1.9926225103,-0.6875255941,44.2755855354,0.7710864302,1.2097488274,-255.1967444347,0.0023757455,-0.001628304,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1102.jpg,2,0.6111363766,0.4412696834,144.3163549542,0.2689443465,1.6432148068,-167.7162753681,-0.0004074053,0.0016651507,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1103.jpg,2,0.9664098649,0.590539084,-111.661942444,-0.2659446985,1.189815179,120.1090850253,-0.0003759056,0.0006823811,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1104.jpg,2,0.7211617814,0.3926724011,-81.7289910681,-0.4836539711,1.0743075649,165.7082110957,-0.0008279867,0.0006792259,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1105.jpg,0,1.0641516447,0.0663754493,-0.103010945,-0.2284186482,0.9839283228,0.1991148442,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1106.jpg,2,-14.2515849201,-1.7025257197,3177.8534428301,-6.1677251602,-5.0681553259,2080.0499052432,-0.0186373823,-0.0002199711,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1107.jpg,2,1.7535002709,0.1244423371,-199.4816743118,0.1372456695,1.9464894689,-210.1322437519,0.0008906496,0.0003066325,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1108.jpg,0,0.734582305,0.2383443564,0.0713708699,-0.1766586006,1.1832079887,-0.2492904663,0,0,0,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1109.jpg,2,1.6676385814,1.2355071772,-396.4684278843,0.1597194196,2.0538363929,-174.4245247003,-3.43135650840128E-05,0.0020176831,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/111.jpg,2,0.6817882504,0.0749682368,-37.6116219811,-0.3969618973,0.6906342127,150.8266156032,-0.0007248968,-0.0001306632,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1110.jpg,2,0.9402100919,0.8680443755,-125.9030570948,-0.3328789644,2.1342660126,-2.5327812714,-0.0009487638,0.0027606803,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1111.jpg,2,2.5042046318,0.3186932719,-429.9489214171,-0.0552670593,1.832557797,-58.9793487283,0.0008559211,0.000810984,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1112.jpg,2,5.9125290293,1.5155674253,-1044.9969035454,0.9611517521,5.3861065954,-510.8768849667,0.0052388141,0.0040879651,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1113.jpg,1,-0.8915745843,-0.9993037179,-0.9628801191,-0.1495803107,-0.0404003798,0.0722348346,1.0193103128,0.9985016984,0.8976208065,-0.9591943865,-0.1374379766,1.5480874209,-0.9663003047,-0.0699618332,1.0062338989,-1.0912846917,-0.1688539912,1.1611166161
original_images/train/blackberry/1114.jpg,1,-1.0292709554,-1.0723537874,-0.9504804168,-0.506480495,-0.0262944395,0.0705388813,1.1100231804,1.6679301201,0.9075269868,-0.8400597895,-0.1296753807,1.0987433576,-0.9659707523,-0.0072304757,1.0719390282,-1.0252536684,-0.0749347374,0.8092958989
original_images/train/blackberry/1115.jpg,2,0.1461118405,0.1272981171,156.4134710885,-0.3065452747,0.6114400963,140.4858268166,-0.000772019,-0.0001394404,1,0,0,0,0,0,0,0,0,0
original_images/train/blackberry/1116.jpg,0,0.906680882,0.2938200533,0.1042181328,-0.1802363545,1.011664629,0.1947034597,0,0,0,0,0,0,0,0,0,0,0,0
